DateTime,Temp_C,Intensity
12/23/18 11:45:00 AM,7.079,"3,616.7"
12/23/18 12:00:00 PM,7.079,"3,272.2"
12/23/18 12:15:00 PM,7.079,"3,788.9"
12/23/18 12:30:00 PM,7.079,"3,616.7"
12/23/18 12:45:00 PM,7.079,"3,788.9"
12/23/18 01:00:00 PM,7.079,"2,755.6"
12/23/18 01:15:00 PM,7.079,"2,669.5"
12/23/18 01:30:00 PM,7.079,"2,411.1"
12/23/18 01:45:00 PM,6.877,"1,808.3"
12/23/18 02:00:00 PM,6.877,"1,894.5"
12/23/18 02:15:00 PM,6.877,"1,356.3"
12/23/18 02:30:00 PM,6.877,"1,162.5"
12/23/18 02:45:00 PM,6.877,"1,227.1"
12/23/18 03:00:00 PM,6.877,764.2
12/23/18 03:15:00 PM,6.877,581.3
12/23/18 03:30:00 PM,6.877,527.4
12/23/18 03:45:00 PM,6.775,322.9
12/23/18 04:00:00 PM,6.877,193.8
12/23/18 04:15:00 PM,6.877,64.6
12/23/18 04:30:00 PM,6.877,0.0
12/23/18 04:45:00 PM,6.775,0.0
12/23/18 05:00:00 PM,6.775,0.0
12/23/18 05:15:00 PM,6.775,0.0
12/23/18 05:30:00 PM,6.775,0.0
12/23/18 05:45:00 PM,6.674,0.0
12/23/18 06:00:00 PM,6.674,0.0
12/23/18 06:15:00 PM,6.674,0.0
12/23/18 06:30:00 PM,6.674,0.0
12/23/18 06:45:00 PM,6.573,0.0
12/23/18 07:00:00 PM,6.573,0.0
12/23/18 07:15:00 PM,6.573,0.0
12/23/18 07:30:00 PM,6.573,0.0
12/23/18 07:45:00 PM,6.573,0.0
12/23/18 08:00:00 PM,6.573,0.0
12/23/18 08:15:00 PM,6.573,0.0
12/23/18 08:30:00 PM,6.573,0.0
12/23/18 08:45:00 PM,6.674,0.0
12/23/18 09:00:00 PM,6.674,0.0
12/23/18 09:15:00 PM,6.674,0.0
12/23/18 09:30:00 PM,6.573,0.0
12/23/18 09:45:00 PM,6.674,0.0
12/23/18 10:00:00 PM,6.674,0.0
12/23/18 10:15:00 PM,6.674,0.0
12/23/18 10:30:00 PM,6.674,0.0
12/23/18 10:45:00 PM,6.775,0.0
12/23/18 11:00:00 PM,6.775,0.0
12/23/18 11:15:00 PM,6.775,0.0
12/23/18 11:30:00 PM,6.775,0.0
12/23/18 11:45:00 PM,6.775,0.0
12/24/18 12:00:00 AM,6.775,0.0
12/24/18 12:15:00 AM,6.674,0.0
12/24/18 12:30:00 AM,6.775,0.0
12/24/18 12:45:00 AM,6.775,0.0
12/24/18 01:00:00 AM,6.775,0.0
12/24/18 01:15:00 AM,6.775,0.0
12/24/18 01:30:00 AM,6.775,0.0
12/24/18 01:45:00 AM,6.775,0.0
12/24/18 02:00:00 AM,6.775,0.0
12/24/18 02:15:00 AM,6.775,0.0
12/24/18 02:30:00 AM,6.674,0.0
12/24/18 02:45:00 AM,6.674,0.0
12/24/18 03:00:00 AM,6.674,0.0
12/24/18 03:15:00 AM,6.573,0.0
12/24/18 03:30:00 AM,6.573,0.0
12/24/18 03:45:00 AM,6.573,0.0
12/24/18 04:00:00 AM,6.674,0.0
12/24/18 04:15:00 AM,6.674,0.0
12/24/18 04:30:00 AM,6.674,0.0
12/24/18 04:45:00 AM,6.775,0.0
12/24/18 05:00:00 AM,6.775,0.0
12/24/18 05:15:00 AM,6.775,0.0
12/24/18 05:30:00 AM,6.674,0.0
12/24/18 05:45:00 AM,6.674,0.0
12/24/18 06:00:00 AM,6.471,0.0
12/24/18 06:15:00 AM,6.370,0.0
12/24/18 06:30:00 AM,6.268,0.0
12/24/18 06:45:00 AM,6.370,0.0
12/24/18 07:00:00 AM,6.573,10.8
12/24/18 07:15:00 AM,6.471,96.9
12/24/18 07:30:00 AM,6.268,312.2
12/24/18 07:45:00 AM,6.166,699.7
12/24/18 08:00:00 AM,6.268,828.8
12/24/18 08:15:00 AM,6.268,"2,411.1"
12/24/18 08:30:00 AM,6.370,"2,411.1"
12/24/18 08:45:00 AM,6.370,"3,100.0"
12/24/18 09:00:00 AM,6.471,"5,166.7"
12/24/18 09:15:00 AM,6.471,"4,994.5"
12/24/18 09:30:00 AM,6.370,"2,755.6"
12/24/18 09:45:00 AM,6.370,"6,544.5"
12/24/18 10:00:00 AM,6.268,"3,272.2"
12/24/18 10:15:00 AM,6.370,"3,444.5"
12/24/18 10:30:00 AM,6.268,"2,411.1"
12/24/18 10:45:00 AM,6.370,"1,636.1"
12/24/18 11:00:00 AM,6.370,"1,722.2"
12/24/18 11:15:00 AM,6.573,"2,583.4"
12/24/18 11:30:00 AM,6.674,"1,636.1"
12/24/18 11:45:00 AM,6.674,"1,894.5"
12/24/18 12:00:00 PM,6.674,753.5
12/24/18 12:15:00 PM,6.674,"1,313.2"
12/24/18 12:30:00 PM,6.674,710.4
12/24/18 12:45:00 PM,6.674,731.9
12/24/18 01:00:00 PM,6.674,"1,011.8"
12/24/18 01:15:00 PM,6.674,"1,033.3"
12/24/18 01:30:00 PM,6.674,527.4
12/24/18 01:45:00 PM,6.674,592.0
12/24/18 02:00:00 PM,6.471,495.1
12/24/18 02:15:00 PM,6.573,861.1
12/24/18 02:30:00 PM,6.674,516.7
12/24/18 02:45:00 PM,6.674,538.2
12/24/18 03:00:00 PM,6.674,635.1
12/24/18 03:15:00 PM,6.674,269.1
12/24/18 03:30:00 PM,6.573,139.9
12/24/18 03:45:00 PM,6.573,86.1
12/24/18 04:00:00 PM,6.471,43.1
12/24/18 04:15:00 PM,6.573,10.8
12/24/18 04:30:00 PM,6.573,0.0
12/24/18 04:45:00 PM,6.370,0.0
12/24/18 05:00:00 PM,6.370,0.0
12/24/18 05:15:00 PM,6.471,0.0
12/24/18 05:30:00 PM,6.370,0.0
12/24/18 05:45:00 PM,6.268,0.0
12/24/18 06:00:00 PM,6.268,0.0
12/24/18 06:15:00 PM,6.268,0.0
12/24/18 06:30:00 PM,6.268,0.0
12/24/18 06:45:00 PM,6.268,0.0
12/24/18 07:00:00 PM,6.268,0.0
12/24/18 07:15:00 PM,6.064,0.0
12/24/18 07:30:00 PM,6.166,0.0
12/24/18 07:45:00 PM,6.166,0.0
12/24/18 08:00:00 PM,6.268,0.0
12/24/18 08:15:00 PM,6.268,0.0
12/24/18 08:30:00 PM,6.268,0.0
12/24/18 08:45:00 PM,6.268,0.0
12/24/18 09:00:00 PM,6.268,0.0
12/24/18 09:15:00 PM,6.268,0.0
12/24/18 09:30:00 PM,6.268,0.0
12/24/18 09:45:00 PM,6.268,0.0
12/24/18 10:00:00 PM,6.268,0.0
12/24/18 10:15:00 PM,6.268,0.0
12/24/18 10:30:00 PM,6.268,0.0
12/24/18 10:45:00 PM,6.268,0.0
12/24/18 11:00:00 PM,6.268,0.0
12/24/18 11:15:00 PM,6.370,0.0
12/24/18 11:30:00 PM,6.471,0.0
12/24/18 11:45:00 PM,6.370,0.0
12/25/18 12:00:00 AM,6.471,0.0
12/25/18 12:15:00 AM,6.370,0.0
12/25/18 12:30:00 AM,6.370,0.0
12/25/18 12:45:00 AM,6.166,0.0
12/25/18 01:00:00 AM,6.166,0.0
12/25/18 01:15:00 AM,6.370,0.0
12/25/18 01:30:00 AM,6.471,0.0
12/25/18 01:45:00 AM,6.573,0.0
12/25/18 02:00:00 AM,6.573,0.0
12/25/18 02:15:00 AM,6.471,0.0
12/25/18 02:30:00 AM,6.268,0.0
12/25/18 02:45:00 AM,6.268,0.0
12/25/18 03:00:00 AM,6.573,0.0
12/25/18 03:15:00 AM,6.471,0.0
12/25/18 03:30:00 AM,6.471,0.0
12/25/18 03:45:00 AM,6.471,0.0
12/25/18 04:00:00 AM,6.370,0.0
12/25/18 04:15:00 AM,6.370,0.0
12/25/18 04:30:00 AM,6.370,0.0
12/25/18 04:45:00 AM,6.370,0.0
12/25/18 05:00:00 AM,6.471,0.0
12/25/18 05:15:00 AM,6.370,0.0
12/25/18 05:30:00 AM,5.962,0.0
12/25/18 05:45:00 AM,6.064,0.0
12/25/18 06:00:00 AM,5.962,0.0
12/25/18 06:15:00 AM,6.064,0.0
12/25/18 06:30:00 AM,5.962,0.0
12/25/18 06:45:00 AM,5.962,0.0
12/25/18 07:00:00 AM,5.962,10.8
12/25/18 07:15:00 AM,5.962,107.6
12/25/18 07:30:00 AM,6.166,322.9
12/25/18 07:45:00 AM,6.166,871.9
12/25/18 08:00:00 AM,5.860,"1,324.0"
12/25/18 08:15:00 AM,6.471,"2,238.9"
12/25/18 08:30:00 AM,6.064,"1,808.3"
12/25/18 08:45:00 AM,5.962,"1,550.0"
12/25/18 09:00:00 AM,6.064,"1,980.6"
12/25/18 09:15:00 AM,6.268,"4,133.4"
12/25/18 09:30:00 AM,6.166,"1,463.9"
12/25/18 09:45:00 AM,6.370,"6,544.5"
12/25/18 10:00:00 AM,6.370,"7,233.4"
12/25/18 10:15:00 AM,6.471,"6,200.0"
12/25/18 10:30:00 AM,6.268,"9,300.1"
12/25/18 10:45:00 AM,6.268,"8,611.2"
12/25/18 11:00:00 AM,6.268,"9,300.1"
12/25/18 11:15:00 AM,6.471,"10,677.8"
12/25/18 11:30:00 AM,6.573,"7,577.8"
12/25/18 11:45:00 AM,6.573,"4,650.0"
12/25/18 12:00:00 PM,6.573,"5,511.1"
12/25/18 12:15:00 PM,6.471,"4,994.5"
12/25/18 12:30:00 PM,6.471,"2,325.0"
12/25/18 12:45:00 PM,6.370,"3,100.0"
12/25/18 01:00:00 PM,6.471,"3,616.7"
12/25/18 01:15:00 PM,6.370,"2,755.6"
12/25/18 01:30:00 PM,6.471,"2,669.5"
12/25/18 01:45:00 PM,6.370,"1,980.6"
12/25/18 02:00:00 PM,6.370,"2,152.8"
